	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	A01	FAM		Std	oncgor_std1		20.0452710467659	20.0452710467659	0	15.4	1.18752072083646	15.4	0	60	
	A02	FAM		Std	oncgor_std1		20.3132750857112	20.3132750857112	0	15.4	1.18752072083646	15.4	0	60	
	A03	FAM		Std	oncgor_std1		20.2114853498097	20.2114853498097	0	15.4	1.18752072083646	15.4	0	60	
	A04	FAM		Unkn	567		28.1027940189709	28.1027940189709	0	0.0705324880261204	-1.15161079619287	0.0705324880261204	0	60	
	A05	FAM		Unkn	567		27.6073047608384	27.6073047608384	0	0.0994415668862279	-1.00243204119785	0.0994415668862279	0	60	
	A06	FAM		Unkn	567		28.1731664677799	28.1731664677799	0	0.0671741089655881	-1.17279808557801	0.0671741089655881	0	60	
	A07	FAM		Unkn	567		27.9273295923614	27.9273295923614	0	0.0796557108403508	-1.09878308241725	0.0796557108403508	0	60	
	A08	FAM		Unkn	567		28.06068339269	28.06068339269	0	0.0726218993733407	-1.138932396616	0.0726218993733407	0	60	
	A09	FAM		Unkn	567		28.2073646116883	28.2073646116883	0	0.0656002893128956	-1.18309424527804	0.0656002893128956	0	60	
	A10	FAM		Unkn	574		23.4744559477899	23.4744559477899	0	1.74525864698673	0.241859798421343	1.74525864698673	0	60	
	A11	FAM		Unkn	574		23.5977048510912	23.5977048510912	0	1.6023330933417	0.204752802361939	1.6023330933417	0	60	
	A12	FAM		Unkn	574		23.3797277244068	23.3797277244068	0	1.86371701228944	0.270379969535522	1.86371701228944	0	60	
	B01	FAM		Std	oncgor_std2		24.0860326014816	24.0860326014816	0	1.54	0.187520720836463	1.54	0	60	
	B02	FAM		Std	oncgor_std2		23.7034760793374	23.7034760793374	0	1.54	0.187520720836463	1.54	0	60	
	B03	FAM		Std	oncgor_std2		24.0362117707368	24.0362117707368	0	1.54	0.187520720836463	1.54	0	60	
	B04	FAM		Unkn	568		28.0373892992349	28.0373892992349	0	0.0738041598680889	-1.13191915908696	0.0738041598680889	0	60	
	B05	FAM		Unkn	568		27.6859945062161	27.6859945062161	0	0.0941621899987099	-1.02612344934373	0.0941621899987099	0	60	
	B06	FAM		Unkn	568		28.0728547904076	28.0728547904076	0	0.0720117087560256	-1.14259688364224	0.0720117087560256	0	60	
	B07	FAM		Unkn	568		28.2924764567942	28.2924764567942	0	0.0618416148470528	-1.20871917837163	0.0618416148470528	0	60	
	B08	FAM		Unkn	568		28.2007968255422	28.2007968255422	0	0.0658996551581748	-1.18111685799011	0.0658996551581748	0	60	
	B09	FAM		Unkn	568		28.0477157541969	28.0477157541969	0	0.0732776979822368	-1.13502818248042	0.0732776979822368	0	60	
	B10	FAM		Unkn	574		23.1749990463169	23.1749990463169	0	2.14792136586646	0.332018378053873	2.14792136586646	0	60	
	B11	FAM		Unkn	574		23.0146255217135	23.0146255217135	0	2.40050502278072	0.380302619017398	2.40050502278072	0	60	
	B12	FAM		Unkn	574		23.4043950406231	23.4043950406231	0	1.83211736418326	0.262953290829953	1.83211736418326	0	60	
	C01	FAM		Std	oncgor_std3		27.1892614809765	27.1892614809765	0	0.154	-0.812479279163537	0.154	0	60	
	C02	FAM		Std	oncgor_std3		26.7260059733373	26.7260059733373	0	0.154	-0.812479279163537	0.154	0	60	
	C03	FAM		Std	oncgor_std3		26.5834432081566	26.5834432081566	0	0.154	-0.812479279163537	0.154	0	60	
	C04	FAM		Unkn	569		27.1130783013784	27.1130783013784	0	0.14007689885908	-0.853633481596923	0.14007689885908	0	60	
	C05	FAM		Unkn	569		27.1074962394782	27.1074962394782	0	0.140620011819611	-0.851952869896671	0.140620011819611	0	60	
	C06	FAM		Unkn	569		26.9387613849088	26.9387613849088	0	0.158069742975926	-0.801151252877144	0.158069742975926	0	60	
	C07	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	C08	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	C09	FAM		Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	C10	FAM		Unkn	575		23.63489108829	23.63489108829	0	1.56155399784117	0.19355700653547	1.56155399784117	0	60	
	C11	FAM		Unkn	575		23.434581584659	23.434581584659	0	1.79417548409324	0.253864918109516	1.79417548409324	0	60	
	C12	FAM		Unkn	575		23.9929113434915	23.9929113434915	0	1.21833450650514	0.0857665447699476	1.21833450650514	0	60	
	D01	FAM		Unkn	oncgor_std4		31.4572533132724	31.4572533132724	0	0.00689366112334225	-2.16155006932955	0.00689366112334225	0	60	
	D02	FAM		Unkn	oncgor_std4		32.6140858908664	32.6140858908664	0	0.00309142087053188	-2.50984186542944	0.00309142087053188	0	60	
	D03	FAM		Unkn	oncgor_std4		32.6992989331573	32.6992989331573	0	0.00291408847747957	-2.53549726632793	0.00291408847747957	0	60	
