Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		23.0128477144845	0.1
A02	FAM		Std		22.8155499932767	0.1
A03	FAM		Std		22.9511164667223	0.1
A04	FAM		Unkn	569	37.0973417420993	5.32300250976123E-06
A05	FAM		Unkn	569	NaN	NaN
A06	FAM		Unkn	569	NaN	NaN
A07	FAM		Unkn	569	NaN	NaN
A08	FAM		Unkn	569	38.38974296727	2.09394916624565E-06
A09	FAM		Unkn	569	NaN	NaN
A10	FAM		Unkn	594	37.0718120487316	5.42201455723884E-06
A11	FAM		Unkn	594	36.8772410598876	6.23967701234238E-06
A12	FAM		Unkn	594	37.2515692440438	4.76215617423786E-06
B01	FAM		Std		26.9441070296091	0.01
B02	FAM		Std		26.7497773351147	0.01
B03	FAM		Std		26.8586931780177	0.01
B04	FAM		Unkn	572	36.5215707636972	8.06623757293173E-06
B05	FAM		Unkn	572	36.5866707710991	7.69592825993725E-06
B06	FAM		Unkn	572	36.1187922746375	1.07882041499304E-05
B07	FAM		Unkn	572	36.2472907257156	9.83246999080944E-06
B08	FAM		Unkn	572	NaN	NaN
B09	FAM		Unkn	572	36.7262494740917	6.95825964058169E-06
B10	FAM		Unkn	594	37.5172988212021	3.93090667637436E-06
B11	FAM		Unkn	594	36.8197839897356	6.50393081241358E-06
B12	FAM		Unkn	594	37.8846000069906	3.01534733504847E-06
C01	FAM		Std		30.4916098078789	0.001
C02	FAM		Std		30.141897373925	0.001
C03	FAM		Std		30.370225176294	0.001
C04	FAM		Unkn	575	NaN	NaN
C05	FAM		Unkn	575	38.1985697028087	2.40382207054869E-06
C06	FAM		Unkn	575	37.2945150578245	4.61678197008143E-06
C07	FAM		Unkn	575	35.9974162450935	1.17761323578122E-05
C08	FAM		Unkn	575	37.0818962534369	5.38268671447808E-06
C09	FAM		Unkn	575	36.683718645402	7.17521292841374E-06
C10	FAM		Unkn	591	34.2972290620481	4.01829013987485E-05
C11	FAM		Unkn	591	34.1754884695107	4.38741899014363E-05
C12	FAM		Unkn	591	34.0883142031709	4.67239744599284E-05
D01	FAM		Std		33.5241194197175	0.0001
D02	FAM		Std		33.0436208683386	0.0001
D03	FAM		Std		33.2235221680272	0.0001
D04	FAM		Unkn	578	NaN	NaN
D05	FAM		Unkn	578	NaN	NaN
D06	FAM		Unkn	578	NaN	NaN
D07	FAM		Unkn	578	NaN	NaN
D08	FAM		Unkn	578	39.6789616882987	8.25607004308636E-07
D09	FAM		Unkn	578	NaN	NaN
D10	FAM		Unkn	591	33.7869490938103	5.80795235669508E-05
D11	FAM		Unkn	591	34.3556559819023	3.85232947621672E-05
D12	FAM		Unkn	591	33.9995204318586	4.98170708639244E-05
E01	FAM		Std		35.887774879445	1E-05
E02	FAM		Std		36.1495388650879	1E-05
E03	FAM		Std		36.5823881854703	1E-05
E04	FAM		Neg Ctrl	585	NaN	NaN
E05	FAM		Neg Ctrl	585	NaN	NaN
E06	FAM		Neg Ctrl	585	NaN	NaN
E07	FAM		Neg Ctrl	Plate NC	NaN	NaN
E08	FAM		Neg Ctrl	Plate NC	NaN	NaN
E09	FAM		Neg Ctrl	Plate NC	NaN	NaN
E10	FAM		Neg Ctrl	595	38.6638126270268	1.71806848305842E-06
E11	FAM		Neg Ctrl	595	37.67633554213	3.50454726456581E-06
E12	FAM		Neg Ctrl	595	38.5517113458072	1.86288564536419E-06
F01	FAM		Std		38.3366162375876	1E-06
F02	FAM		Std		NaN	1E-06
F03	FAM		Std		NaN	1E-06
F04	FAM		Unkn	581	35.588724304719	1.58173890400544E-05
F05	FAM		Unkn	581	36.311906809552	9.38435330261596E-06
F06	FAM		Unkn	581	35.1568205028836	2.16045011079209E-05
F07	FAM		Unkn	581	36.6213046814713	7.50589820140885E-06
F08	FAM		Unkn	581	36.5407508967919	7.95532084191505E-06
F09	FAM		Unkn	581	35.2402896789758	2.03411351736882E-05
G01	FAM		Neg Ctrl	exblk	NaN	NaN
G02	FAM		Neg Ctrl	exblk	NaN	NaN
G03	FAM		Neg Ctrl	exblk	NaN	NaN
G04	FAM		Unkn	584	36.2278629649863	9.97134113984249E-06
G05	FAM		Unkn	584	38.118891826137	2.54614267116415E-06
G06	FAM		Unkn	584	38.3948985017936	2.08617042132659E-06
G07	FAM		Unkn	584	39.9843252434584	6.62272189593768E-07
G08	FAM		Unkn	584	37.1857441395609	4.99391289511119E-06
G09	FAM		Unkn	584	37.310819306701	4.56276074174927E-06
H01	FAM		Neg Ctrl	MM NC	NaN	NaN
H02	FAM		Neg Ctrl	MM NC	NaN	NaN
H03	FAM		Neg Ctrl	MM NC	NaN	NaN
H04	FAM		Unkn	588	23.6879676007752	0.0851591924100849
H05	FAM		Unkn	588	23.5746817432605	0.092416314456393
H06	FAM		Unkn	588	23.7490085138698	0.0814880890392464
H07	FAM		Unkn	588	23.6007543024472	0.0906931400496534
H08	FAM		Unkn	588	23.7612958165235	0.0807684684321431
H09	FAM		Unkn	588	23.7798507597479	0.0796938019721926
