Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		23.2266371173989	0.16
A02	FAM		Std		23.2183531658139	0.16
A03	FAM		Std		23.1779787836487	0.16
A04	FAM		Unkn	567	NaN	NaN
A05	FAM		Unkn	567	NaN	NaN
A06	FAM		Unkn	567	40.0905116337679	1.5619713897937E-06
A07	FAM		Unkn	568	39.116949715074	3.15113262567663E-06
A08	FAM		Unkn	568	NaN	NaN
A09	FAM		Unkn	568	NaN	NaN
A10	FAM		Neg Ctrl	595	NaN	NaN
B01	FAM		Std		27.7469274175519	0.016
B02	FAM		Std		27.6198002808129	0.016
B03	FAM		Std		27.486520203518	0.016
B04	FAM		Unkn	570	35.3568234970338	4.73861721884908E-05
B05	FAM		Unkn	570	36.025035521282	2.92721143699958E-05
B06	FAM		Unkn	570	37.398767299265	1.08737431575116E-05
B07	FAM		Unkn	571	37.4823269870471	1.02380910973831E-05
B08	FAM		Unkn	571	38.5932217168331	4.59653442868363E-06
B09	FAM		Unkn	571	37.0457381157332	1.40249759920488E-05
C01	FAM		Std		31.1626137006833	0.0016
C02	FAM		Std		31.1116873132215	0.0016
C03	FAM		Std		31.043800347424	0.0016
C04	FAM		Unkn	573	37.2285457382695	1.2293355355632E-05
C05	FAM		Unkn	573	38.6695994521216	4.35029686694653E-06
C06	FAM		Unkn	573	NaN	NaN
C07	FAM		Unkn	574	37.1861035103591	1.26752883865271E-05
C08	FAM		Unkn	574	37.1458402345201	1.30485753203013E-05
C09	FAM		Unkn	574	39.1222767130102	3.13905522208506E-06
D01	FAM		Std		34.1222792736124	0.00016
D02	FAM		Std		34.0605159900882	0.00016
D03	FAM		Std		34.0973805653747	0.00016
D04	FAM		Unkn	576	36.9286305997685	1.52603693829375E-05
D05	FAM		Unkn	576	36.5719865331979	1.97342131863442E-05
D06	FAM		Unkn	576	NaN	NaN
D07	FAM		Unkn	577	39.1298009064113	3.12207514719192E-06
D08	FAM		Unkn	577	39.023417220966	3.37092395762872E-06
D09	FAM		Unkn	577	38.7088822555537	4.22883367249401E-06
E02	FAM		Std		36.5841106600576	1.6E-05
E03	FAM		Std		38.0441498873143	1.6E-05
E04	FAM		Neg Ctrl	585	NaN	NaN
E05	FAM		Neg Ctrl	585	NaN	NaN
E06	FAM		Neg Ctrl	595	NaN	NaN
E07	FAM		Neg Ctrl	Plate NC	NaN	NaN
E08	FAM		Neg Ctrl	Plate NC	NaN	NaN
E09	FAM		Neg Ctrl	Plate NC	NaN	NaN
F01	FAM		Std		38.8007211157261	1.6E-06
F02	FAM		Std		NaN	1.6E-06
F03	FAM		Std		38.8674214506477	1.6E-06
F04	FAM		Unkn	579	34.0425142266203	0.00012221463393191
F05	FAM		Unkn	579	33.5976707279918	0.000168418823527601
F06	FAM		Unkn	579	34.1924945714316	0.000109690439285205
F07	FAM		Unkn	580	NaN	NaN
F08	FAM		Unkn	580	35.5635872485534	4.08244157224241E-05
F09	FAM		Unkn	580	35.855503669354	3.30772602893565E-05
G01	FAM		Std		NaN	1.6E-07
G02	FAM		Std		NaN	1.6E-07
G03	FAM		Std		NaN	1.6E-07
G04	FAM		Unkn	582	36.3911860144473	2.24813890429511E-05
G05	FAM		Unkn	582	38.5501255947068	4.74157523472142E-06
G06	FAM		Unkn	582	40.0688929888622	1.5865042386789E-06
G07	FAM		Unkn	583	39.1058489708761	3.17644981908078E-06
G08	FAM		Unkn	583	NaN	NaN
G09	FAM		Unkn	583	39.2216581408257	2.92203593989532E-06
H01	FAM		Neg Ctrl		NaN	NaN
H02	FAM		Neg Ctrl		NaN	NaN
H03	FAM		Neg Ctrl		NaN	NaN
H04	FAM		Unkn	592	39.2963317165759	2.76890115602971E-06
H05	FAM		Unkn	592	NaN	NaN
H06	FAM		Neg Ctrl	Plate NC	NaN	NaN
H07	FAM		Unkn	593	NaN	NaN
H08	FAM		Unkn	593	39.2791427135835	2.8034242387472E-06
H09	FAM		Neg Ctrl	Plate NC	NaN	NaN
