Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std	2.8E-01	22.2795374854866	0.38
A02	FAM		Std	2.8E-01	22.195990785428	0.38
A03	FAM		Std	2.8E-01	22.2562178374152	0.38
A04	FAM		Unkn	548	30.1079144977472	0.00381252585193235
A05	FAM		Unkn	548	30.1528468822899	0.00371299719393085
A06	FAM		Unkn	548	30.1774464483372	0.00365961229793693
A07	FAM		Unkn	548	30.4380331421039	0.0031391282584149
A08	FAM		Unkn	548	30.0783284804445	0.0038795134391913
A09	FAM		Unkn	548	30.3810942850965	0.00324613827362092
A10	FAM		Unkn	556	31.3376423528871	0.00184841590873197
A11	FAM		Unkn	556	31.49019005636	0.00168965003694685
A12	FAM		Unkn	556	31.2550576681278	0.00194050470543246
B01	FAM		Std	2.8E-02	26.1694120031253	0.038
B02	FAM		Std	2.8E-02	26.154740323085	0.038
B03	FAM		Std	2.8E-02	26.1086391282489	0.038
B04	FAM		Unkn	549	31.1931385941618	0.00201254676980153
B05	FAM		Unkn	549	31.2376427319722	0.00196050203932883
B06	FAM		Unkn	549	31.339389956148	0.001846515152328
B07	FAM		Unkn	549	31.2533629141467	0.00194244177556943
B08	FAM		Unkn	549	31.3318176068272	0.00185476525253169
B09	FAM		Unkn	549	31.2571666439263	0.00193809688538577
B10	FAM		Unkn	556	31.1295005705857	0.00208937675733509
B11	FAM		Unkn	556	30.8546189177838	0.00245639197008536
B12	FAM		Unkn	556	31.1670488524842	0.00204369709701782
C01	FAM		Std	2.8E-03	30.6178622974352	0.0038
C02	FAM		Std	2.8E-03	30.0075945819789	0.0038
C03	FAM		Std	2.8E-03	30.4883561637262	0.0038
C04	FAM		Unkn	550	30.7592378712608	0.00259827076367704
C05	FAM		Unkn	550	30.5483047605456	0.00294181356691408
C06	FAM		Unkn	550	30.6976903346874	0.00269414331690776
C07	FAM		Unkn	550	30.5791616738232	0.00288885500211864
C08	FAM		Unkn	550	30.5101939675735	0.00300856361412513
C09	FAM		Unkn	550	30.617554299592	0.00282429224637878
C10	FAM		Unkn	557	30.0783905977689	0.00387937156958269
C11	FAM		Unkn	557	30.0520809353311	0.00393992680453158
C12	FAM		Unkn	557	30.0836398694469	0.00386740149509183
D01	FAM		Std	2.8E-04	34.3465921301467	0.00038
D02	FAM		Std	2.8E-04	33.5020294412864	0.00038
D03	FAM		Std	2.8E-04	33.7679691367541	0.00038
D04	FAM		Unkn	551	30.490771756274	0.00304316157119583
D05	FAM		Unkn	551	30.472224179132	0.00307657282388499
D06	FAM		Unkn	551	30.5537494709941	0.00293239897742912
D07	FAM		Unkn	551	30.7338974824689	0.00263732323254192
D08	FAM		Unkn	551	30.5495963643219	0.00293957749041902
D09	FAM		Unkn	551	30.5979996986093	0.00285699378080195
D10	FAM		Unkn	557	29.8527201699563	0.00443057519052194
D11	FAM		Unkn	557	29.9573332465608	0.00416593947693684
D12	FAM		Unkn	557	30.0896268898137	0.00385379418883165
E04	FAM		Unkn	552	27.7830997788966	0.0149835387283001
E05	FAM		Unkn	552	28.12394255261	0.0122593867195806
E06	FAM		Unkn	552	27.8629415201574	0.0142955444334431
E07	FAM		Unkn	552	27.9609327568339	0.0134941830358291
E08	FAM		Unkn	552	28.1798621459233	0.0118623679906704
E09	FAM		Unkn	552	28.0098834905863	0.0131108552036478
E10	FAM		Unkn	558	31.5399560052451	0.00164086463466525
E11	FAM		Unkn	558	31.2625080810309	0.00193201191806301
E12	FAM		Unkn	558	31.4609504722135	0.00171898723077248
F04	FAM		Unkn	553	28.0655927634676	0.0126878326756202
F05	FAM		Unkn	553	28.048589921269	0.0128154741193245
F06	FAM		Unkn	553	27.8636677004205	0.0142894341744289
F07	FAM		Unkn	553	27.8466922912065	0.0144329548640462
F08	FAM		Unkn	553	28.0044382545823	0.0131529522218604
F09	FAM		Unkn	553	27.918813037656	0.0138329764983029
F10	FAM		Unkn	558	31.1791368538551	0.00202920490955097
F11	FAM		Unkn	558	31.5752653013194	0.00160710769584084
F12	FAM		Unkn	558	31.1762304581564	0.00203267994755736
G04	FAM		Unkn	554	28.4037329972232	0.0103975919607198
G05	FAM		Unkn	554	28.3610029107873	0.0106624711585079
G06	FAM		Unkn	554	28.3840196937045	0.010518964949107
G07	FAM		Unkn	554	28.3595296326464	0.0106717232150885
G08	FAM		Unkn	554	28.467120715191	0.0100167305193261
G09	FAM		Unkn	554	28.5036251739478	0.00980375931022604
G10	FAM		Neg Ctrl	NC Plate	NaN	NaN
G11	FAM		Neg Ctrl	NC Plate	NaN	NaN
G12	FAM		Neg Ctrl	NC Plate	NaN	NaN
H01	FAM		Neg Ctrl	NC MM	NaN	NaN
H02	FAM		Neg Ctrl	NC MM	NaN	NaN
H03	FAM		Neg Ctrl	NC MM	NaN	NaN
H04	FAM		Unkn	555	30.1380776384023	0.00374542216812418
H05	FAM		Unkn	555	30.1662627122457	0.00368378692566815
H06	FAM		Unkn	555	30.1953002705977	0.00362134804938546
H07	FAM		Unkn	555	30.254084922672	0.00349816576298555
H08	FAM		Unkn	555	30.1990740392832	0.00361331148349104
H09	FAM		Unkn	555	30.1424388546019	0.00373581803234489
H10	FAM		Neg Ctrl	NC Plate	NaN	NaN
H11	FAM		Neg Ctrl	NC Plate	NaN	NaN
H12	FAM		Neg Ctrl	NC Plate	NaN	NaN
