Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		21.9114518316689	0.54
A02	FAM		Std		21.8707543826219	0.54
A03	FAM		Std		21.8196954216191	0.54
A04	FAM		Unkn	567	32.4975794357746	0.000354229119021563
A05	FAM		Unkn	567	32.2087775141467	0.000432770642580394
A06	FAM		Unkn	567	32.1650792900499	0.000446085019330015
A07	FAM		Unkn	568	32.4573208511234	0.000364257286586618
A08	FAM		Unkn	568	32.7232577169798	0.000302914869468704
A09	FAM		Unkn	568	32.446599769925	0.000366975383262422
A10	FAM		Unkn	589	NaN	NaN
A11	FAM		Unkn	589	NaN	NaN
A12	FAM		Unkn	589	NaN	NaN
B01	FAM		Std		25.2044655063652	0.054
B02	FAM		Std		25.177698644744	0.054
B03	FAM		Std		25.2001756809067	0.054
B04	FAM		Unkn	570	31.3644061413718	0.000777217679985937
B05	FAM		Unkn	570	31.1738907797922	0.000886986322484264
B06	FAM		Unkn	570	31.1989391228886	0.00087171303878624
B07	FAM		Unkn	571	32.0949543626464	0.000468312730077786
B08	FAM		Unkn	571	31.5210296921311	0.000697228347937511
B09	FAM		Unkn	571	31.6421055808301	0.000641080670664916
B10	FAM		Unkn	590	NaN	NaN
B11	FAM		Unkn	590	NaN	NaN
B12	FAM		Unkn	590	NaN	NaN
C01	FAM		Std		28.525205258291	0.0054
C02	FAM		Std		28.6221335398017	0.0054
C03	FAM		Std		28.6607092373139	0.0054
C04	FAM		Unkn	573	30.5705053737848	0.00134780847118368
C05	FAM		Unkn	573	30.6744366107552	0.00125409082142491
C06	FAM		Unkn	573	31.1843609192932	0.000880569847400165
C07	FAM		Unkn	574	31.2858004212003	0.000820757785569334
C08	FAM		Unkn	574	31.3023034022393	0.000811418846435536
C09	FAM		Unkn	574	31.0841873431416	0.000943911706175351
C10	FAM		Unkn	592	NaN	NaN
C11	FAM		Unkn	592	NaN	NaN
C12	FAM		Unkn	592	NaN	NaN
D01	FAM		Std		32.1270935379859	0.00054
D02	FAM		Std		32.2037479198318	0.00054
D03	FAM		Std		32.2155046760313	0.00054
D04	FAM		Unkn	576	30.4745895307535	0.00144050083698599
D05	FAM		Unkn	576	30.2832584718968	0.00164487695550433
D06	FAM		Unkn	576	30.3963355671382	0.00152082737843179
D07	FAM		Unkn	577	32.3658825947745	0.000388101340929436
D08	FAM		Unkn	577	32.7025925517329	0.000307286843779972
D09	FAM		Unkn	577	32.4864559513208	0.000356971980316943
D10	FAM		Unkn	593	NaN	NaN
D11	FAM		Unkn	593	NaN	NaN
D12	FAM		Unkn	593	NaN	NaN
E01	FAM		Std		35.4465148850389	5.4E-05
E02	FAM		Std		34.4955672467634	5.4E-05
E03	FAM		Std		35.1890754686517	5.4E-05
E04	FAM		Neg Ctrl	585	NaN	NaN
E05	FAM		Neg Ctrl	585	NaN	NaN
E06	FAM		Neg Ctrl	585	NaN	NaN
E07	FAM		Neg Ctrl	NC Plate	NaN	NaN
E08	FAM		Neg Ctrl	NC Plate	NaN	NaN
E09	FAM		Neg Ctrl	NC Plate	NaN	NaN
E10	FAM		Neg Ctrl	595	NaN	NaN
E11	FAM		Neg Ctrl	595	NaN	NaN
E12	FAM		Neg Ctrl	595	NaN	NaN
F01	FAM		Std		NaN	5.4E-06
F02	FAM		Std		NaN	5.4E-06
F03	FAM		Std		38.3955814895065	5.4E-06
F04	FAM		Unkn	579	33.6244324116735	0.000162154583465303
F05	FAM		Unkn	579	32.7178872407343	0.000304045042745918
F06	FAM		Unkn	579	33.5724219943077	0.00016810952322301
F07	FAM		Unkn	580	33.5724836798432	0.00016810233255743
F08	FAM		Unkn	580	33.7464399863117	0.000149000009218303
F09	FAM		Unkn	580	33.3706873883966	0.000193350489540342
G01	FAM		Neg Ctrl	exBLK	NaN	NaN
G02	FAM		Neg Ctrl	exBLK	NaN	NaN
G03	FAM		Neg Ctrl	exBLK	NaN	NaN
G04	FAM		Unkn	582	35.8781948660012	3.39783396226747E-05
G05	FAM		Unkn	582	35.0804875868807	5.90791182984421E-05
G06	FAM		Unkn	582	35.9180352083352	3.30524851437994E-05
G07	FAM		Unkn	583	35.6334103396853	4.02642598716035E-05
G08	FAM		Unkn	583	35.8668577195494	3.42465137394463E-05
G09	FAM		Unkn	583	36.0827492396346	2.94849239659959E-05
H01	FAM		Neg Ctrl	NC MM	NaN	NaN
H02	FAM		Neg Ctrl	NC MM	NaN	NaN
H03	FAM		Neg Ctrl	NC MM	NaN	NaN
H04	FAM		Unkn	586	NaN	NaN
H05	FAM		Unkn	586	NaN	NaN
H06	FAM		Unkn	586	NaN	NaN
H07	FAM		Unkn	587	NaN	NaN
H08	FAM		Unkn	587	NaN	NaN
H09	FAM		Unkn	587	NaN	NaN
