Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		23.0128477144845	0.16
A02	FAM		Std		22.8155499932767	0.16
A03	FAM		Std		22.9511164667223	0.16
A04	FAM		Unkn	569	37.0973417420993	8.51680401561793E-06
A05	FAM		Unkn	569	NaN	NaN
A06	FAM		Unkn	569	NaN	NaN
A07	FAM		Unkn	569	NaN	NaN
A08	FAM		Unkn	569	38.38974296727	3.35031866599302E-06
A09	FAM		Unkn	569	NaN	NaN
A10	FAM		Unkn	594	37.0718120487316	8.67522329158212E-06
A11	FAM		Unkn	594	36.8772410598876	9.98348321974777E-06
A12	FAM		Unkn	594	37.2515692440438	7.61944987878055E-06
B01	FAM		Std		26.9441070296091	0.016
B02	FAM		Std		26.7497773351147	0.016
B03	FAM		Std		26.8586931780177	0.016
B04	FAM		Unkn	572	36.5215707636972	1.29059801166907E-05
B05	FAM		Unkn	572	36.5866707710991	1.23134852158996E-05
B06	FAM		Unkn	572	36.1187922746375	1.72611266398886E-05
B07	FAM		Unkn	572	36.2472907257156	1.57319519852951E-05
B08	FAM		Unkn	572	NaN	NaN
B09	FAM		Unkn	572	36.7262494740917	1.11332154249307E-05
B10	FAM		Unkn	594	37.5172988212021	6.28945068219896E-06
B11	FAM		Unkn	594	36.8197839897356	1.04062892998617E-05
B12	FAM		Unkn	594	37.8846000069906	4.82455573607753E-06
C01	FAM		Std		30.4916098078789	0.0016
C02	FAM		Std		30.141897373925	0.0016
C03	FAM		Std		30.370225176294	0.0016
C04	FAM		Unkn	575	NaN	NaN
C05	FAM		Unkn	575	38.1985697028087	3.84611531287789E-06
C06	FAM		Unkn	575	37.2945150578245	7.38685115213026E-06
C07	FAM		Unkn	575	35.9974162450935	1.88418117724994E-05
C08	FAM		Unkn	575	37.0818962534369	8.6122987431649E-06
C09	FAM		Unkn	575	36.683718645402	1.14803406854619E-05
C10	FAM		Unkn	591	34.2972290620481	6.42926422379974E-05
C11	FAM		Unkn	591	34.1754884695107	7.0198703842298E-05
C12	FAM		Unkn	591	34.0883142031709	7.47583591358853E-05
D01	FAM		Std		33.5241194197175	0.00016
D02	FAM		Std		33.0436208683386	0.00016
D03	FAM		Std		33.2235221680272	0.00016
D04	FAM		Unkn	578	NaN	NaN
D05	FAM		Unkn	578	NaN	NaN
D06	FAM		Unkn	578	NaN	NaN
D07	FAM		Unkn	578	NaN	NaN
D08	FAM		Unkn	578	39.6789616882987	1.32097120689381E-06
D09	FAM		Unkn	578	NaN	NaN
D10	FAM		Unkn	591	33.7869490938103	9.29272377071211E-05
D11	FAM		Unkn	591	34.3556559819023	6.16372716194674E-05
D12	FAM		Unkn	591	33.9995204318586	7.97073133822789E-05
E01	FAM		Std		35.887774879445	1.6E-05
E02	FAM		Std		36.1495388650879	1.6E-05
E03	FAM		Std		36.5823881854703	1.6E-05
E04	FAM		Neg Ctrl	585	NaN	NaN
E05	FAM		Neg Ctrl	585	NaN	NaN
E06	FAM		Neg Ctrl	585	NaN	NaN
E07	FAM		Neg Ctrl	Plate NC	NaN	NaN
E08	FAM		Neg Ctrl	Plate NC	NaN	NaN
E09	FAM		Neg Ctrl	Plate NC	NaN	NaN
E10	FAM		Neg Ctrl	595	38.6638126270268	2.74890957289345E-06
E11	FAM		Neg Ctrl	595	37.67633554213	5.60727562330526E-06
E12	FAM		Neg Ctrl	595	38.5517113458072	2.98061703258269E-06
F01	FAM		Std		38.3366162375876	1.6E-06
F02	FAM		Std		NaN	1.6E-06
F03	FAM		Std		NaN	1.6E-06
F04	FAM		Unkn	581	35.588724304719	2.5307822464087E-05
F05	FAM		Unkn	581	36.311906809552	1.50149652841855E-05
F06	FAM		Unkn	581	35.1568205028836	3.45672017726733E-05
F07	FAM		Unkn	581	36.6213046814713	1.20094371222541E-05
F08	FAM		Unkn	581	36.5407508967919	1.2728513347064E-05
F09	FAM		Unkn	581	35.2402896789758	3.2545816277901E-05
G01	FAM		Neg Ctrl	exblk	NaN	NaN
G02	FAM		Neg Ctrl	exblk	NaN	NaN
G03	FAM		Neg Ctrl	exblk	NaN	NaN
G04	FAM		Unkn	584	36.2278629649863	1.59541458237479E-05
G05	FAM		Unkn	584	38.118891826137	4.07382827386262E-06
G06	FAM		Unkn	584	38.3948985017936	3.33787267412253E-06
G07	FAM		Unkn	584	39.9843252434584	1.05963550335002E-06
G08	FAM		Unkn	584	37.1857441395609	7.99026063217788E-06
G09	FAM		Unkn	584	37.310819306701	7.3004171867988E-06
H01	FAM		Neg Ctrl	MM NC	NaN	NaN
H02	FAM		Neg Ctrl	MM NC	NaN	NaN
H03	FAM		Neg Ctrl	MM NC	NaN	NaN
H04	FAM		Unkn	588	23.6879676007752	0.136254707856136
H05	FAM		Unkn	588	23.5746817432605	0.147866103130229
H06	FAM		Unkn	588	23.7490085138698	0.130380942462795
H07	FAM		Unkn	588	23.6007543024472	0.145109024079446
H08	FAM		Unkn	588	23.7612958165235	0.12922954949143
H09	FAM		Unkn	588	23.7798507597479	0.127510083155509
