Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std	2.8E-01	22.6087519088404	0.28
A02	FAM		Std	2.8E-01	22.5036325569518	0.28
A03	FAM		Std	2.8E-01	22.4887042912321	0.28
A04	FAM		Unkn	559	31.8823801653143	0.000963183253308708
A05	FAM		Unkn	559	31.9067634209304	0.0009489258971784
A06	FAM		Unkn	559	31.7563723477715	0.0010403484569882
A07	FAM		Unkn	559	32.0373522933117	0.000876083670655853
A08	FAM		Unkn	559	31.304674235236	0.00137138006773658
A09	FAM		Unkn	559	31.7572901220148	0.00103976465511955
A10	FAM		Neg Ctrl	NC Plate	NaN	NaN
A11	FAM		Neg Ctrl	NC Plate	NaN	NaN
A12	FAM		Neg Ctrl	NC Plate	NaN	NaN
B01	FAM		Std	2.8E-02	26.2830280034088	0.028
B02	FAM		Std	2.8E-02	26.2742807425252	0.028
B03	FAM		Std	2.8E-02	26.2511962873767	0.028
B04	FAM		Unkn	560	31.6889083104339	0.001084172703121
B05	FAM		Unkn	560	31.5833498569253	0.00115647609557716
B06	FAM		Unkn	560	31.9055062973861	0.000949655774547762
B07	FAM		Unkn	560	31.5395310112335	0.00118788861651
B08	FAM		Unkn	560	31.9450055436516	0.000926988860161758
B09	FAM		Unkn	560	31.4607323916653	0.00124653944927946
B10	FAM		Neg Ctrl	NC Plate	NaN	NaN
B11	FAM		Neg Ctrl	NC Plate	NaN	NaN
B12	FAM		Neg Ctrl	NC Plate	NaN	NaN
C01	FAM		Std	2.8E-03	30.4695755305502	0.0028
C02	FAM		Std	2.8E-03	30.5397022165463	0.0028
C03	FAM		Std	2.8E-03	30.5754164185135	0.0028
C04	FAM		Unkn	561	30.3541918206046	0.00245257766305546
C05	FAM		Unkn	561	30.0311732823548	0.00298828630108451
C06	FAM		Unkn	561	30.2974565139321	0.00253917520895845
C07	FAM		Unkn	561	30.2517204242186	0.00261120508830405
C08	FAM		Unkn	561	30.0131696175697	0.00302137266428068
C09	FAM		Unkn	561	30.0684907545895	0.00292085517237983
D01	FAM		Std	2.8E-04	33.4039078798647	0.00028
D02	FAM		Std	2.8E-04	34.0225994798308	0.00028
D03	FAM		Std	2.8E-04	33.7574213579774	0.00028
D04	FAM		Unkn	562	30.667024590667	0.00202548417022086
D05	FAM		Unkn	562	30.6540010662211	0.00204168214957624
D06	FAM		Unkn	562	30.4553521225645	0.00230543458361827
D07	FAM		Unkn	562	30.5284585888682	0.00220462350582149
D08	FAM		Unkn	562	30.5612909273298	0.00216079508807747
D09	FAM		Unkn	562	30.5487563667359	0.00217742389661475
E01	FAM		Std	2.8E-05	37.415894140594	2.8E-05
E02	FAM		Std	2.8E-05	37.3213640328622	2.8E-05
E03	FAM		Std	2.8E-05	38.1482628146268	2.8E-05
E04	FAM		Unkn	563	31.0107799760361	0.00164142613785248
E05	FAM		Unkn	563	31.0102582961639	0.00164194994012943
E06	FAM		Unkn	563	31.1136553457511	0.00154133069592991
E07	FAM		Unkn	563	31.0254774348884	0.00162673735609012
E08	FAM		Unkn	563	30.7982595965586	0.00186926345478325
E09	FAM		Unkn	563	30.8597047426432	0.00180031955198947
F04	FAM		Unkn	564	36.7687326671946	4.85073219835907E-05
F05	FAM		Unkn	564	36.9185270777921	4.42607994946064E-05
F06	FAM		Unkn	564	35.5522624942646	0.000102075916027039
F07	FAM		Unkn	564	35.1428414913962	0.000131121148217066
F08	FAM		Unkn	564	34.0125982881163	0.000261749176068627
F09	FAM		Unkn	564	34.6138989372071	0.00018120460851966
G04	FAM		Unkn	565	34.2241092688259	0.000229987518259472
G05	FAM		Unkn	565	34.0888081320895	0.000249828880109146
G06	FAM		Unkn	565	34.0271487785827	0.000259430155363505
G07	FAM		Unkn	565	34.667128756714	0.000175400350748697
G08	FAM		Unkn	565	34.1682058670522	0.000237986980515277
G09	FAM		Unkn	565	34.9794899246848	0.000144897805526629
H01	FAM		Neg Ctrl	NC MM	NaN	NaN
H02	FAM		Neg Ctrl	NC MM	NaN	NaN
H03	FAM		Neg Ctrl	NC MM	NaN	NaN
H04	FAM		Unkn	566	34.0246601557467	0.000259825324266754
H05	FAM		Unkn	566	34.5035947641915	0.00019385096955559
H06	FAM		Unkn	566	33.9065803133371	0.000279283688765537
H07	FAM		Unkn	566	34.1471201293877	0.000241075981527746
H08	FAM		Unkn	566	34.0826113922069	0.000250777520954938
H09	FAM		Unkn	566	34.8353534104367	0.000158251201103212
000158251201103212
