	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	A01	FAM		Std	saltru_std0		21.2861275472846	21.2861275472846	0	3.8	0.57978359661681	3.8	0	60	
	A02	FAM		Std	saltru_std0		21.2613350440964	21.2613350440964	0	3.8	0.57978359661681	3.8	0	60	
	A04	FAM		Unkn	567		33.7407121019807	33.7407121019807	0	0.000646680185937635	-3.1893104454852	0.000646680185937635	0	60	
	A05	FAM		Unkn	567		33.2437222015376	33.2437222015376	0	0.000912455556401162	-3.03978827983564	0.000912455556401162	0	60	
	A06	FAM		Unkn	569		34.6026127385882	34.6026127385882	0	0.000355944241862209	-3.4486180282859	0.000355944241862209	0	60	
	A07	FAM		Unkn	569		34.6004542433108	34.6004542433108	0	0.000356476879088975	-3.44796863302026	0.000356476879088975	0	60	
	A08	FAM		Unkn	569		33.5315789355973	33.5315789355973	0	0.000747495231564813	-3.12639157345396	0.000747495231564813	0	60	
	A09	FAM		Unkn	589		NaN	0	0	NaN	NaN	0	0	60	
	A10	FAM		Unkn	589		NaN	0	0	NaN	NaN	0	0	60	
	B01	FAM		Std	saltru_std1		24.5237551964762	24.5237551964762	0	0.38	-0.42021640338319	0.38	0	60	
	B02	FAM		Std	saltru_std1		24.283529213495	24.283529213495	0	0.38	-0.42021640338319	0.38	0	60	
	B03	FAM		Std	saltru_std1		24.3927439429032	24.3927439429032	0	0.38	-0.42021640338319	0.38	0	60	
	B04	FAM		Unkn	570		32.7562391909306	32.7562391909306	0	0.00127900924984193	-2.89312631467632	0.00127900924984193	0	60	
	B05	FAM		Unkn	570		32.3345179559557	32.3345179559557	0	0.00171297433403591	-2.76624914413903	0.00171297433403591	0	60	
	B06	FAM		Unkn	572		32.337827770933	32.337827770933	0	0.00170905122405117	-2.76724492031649	0.00170905122405117	0	60	
	B07	FAM		Unkn	572		32.0289150942414	32.0289150942414	0	0.00211686503862682	-2.67430682967452	0.00211686503862682	0	60	
	B08	FAM		Unkn	572		32.1142400247126	32.1142400247126	0	0.0019953665714028	-2.69997730784032	0.0019953665714028	0	60	
	B09	FAM		Unkn	591		NaN	0	0	NaN	NaN	0	0	60	
	B10	FAM		Unkn	591		34.7216946036206	34.7216946036206	0	0.000327759684367155	-3.48444446728066	0.000327759684367155	0	60	
	B11	FAM		Unkn	591		36.8236686161584	36.8236686161584	0	7.64126045168201E-05	-4.1168349971757	7.64126045168201E-05	0	60	
	C01	FAM		Std	saltru_std2		27.9886636892151	27.9886636892151	0	0.038	-1.42021640338319	0.038	0	60	
