Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		22.7263178568708	0.97
A02	FAM		Std		22.6196454393813	0.97
A03	FAM		Std		22.4148754010306	0.97
A04	FAM		Unkn	501	34.0620660946148	0.000497135018497522
A05	FAM		Unkn	501	33.6968539708681	0.000634386897317907
A06	FAM		Unkn	501	33.7983447250729	0.000592830700448121
A07	FAM		Unkn	526	35.0873339898705	0.000250746897266817
A08	FAM		Unkn	526	34.6474810602095	0.000336321613311049
A09	FAM		Unkn	526	35.0981222594578	0.000248947577801727
A10	FAM		Unkn	603	35.2294772094052	0.000228048048095484
A11	FAM		Unkn	603	34.739496474414	0.000316284774567481
A12	FAM		Unkn	603	35.9550483876516	0.000140499129073053
B01	FAM		Std		26.1650105405387	0.097
B02	FAM		Std		25.945642462091	0.097
B03	FAM		Std		25.9767344713877	0.097
B04	FAM		Unkn	504	34.6679807102245	0.000331750553908344
B05	FAM		Unkn	504	34.963058438224	0.00027243612960282
B06	FAM		Unkn	504	34.877101036692	0.000288525960096018
B07	FAM		Unkn	529	34.90749725435	0.000282730477980182
B08	FAM		Unkn	529	34.4242596105796	0.000390363894781807
B09	FAM		Unkn	529	35.1490943032244	0.000240619285113912
B10	FAM		Unkn	606	36.6811645846548	8.65292414864435E-05
B11	FAM		Unkn	606	36.3597051877298	0.000107240356243796
B12	FAM		Unkn	606	36.6751244757705	8.6878838187083E-05
C01	FAM		Std		30.0739897268609	0.0097
C02	FAM		Std		30.0694709761941	0.0097
C03	FAM		Std		29.9770976401895	0.0097
C04	FAM		Unkn	507	33.8669148789072	0.000566306161879882
C05	FAM		Unkn	507	33.8853821839597	0.000559367680700926
C06	FAM		Unkn	507	33.9958668775114	0.000519596705775563
C07	FAM		Unkn	531b	NaN	NaN
C08	FAM		Unkn	531b	NaN	NaN
C09	FAM		Unkn	531b	NaN	NaN
C10	FAM		Unkn	609	34.9475178806933	0.000275277119992152
C11	FAM		Unkn	609	34.0577455786065	0.000498570905372004
C12	FAM		Unkn	609	34.552221976247	0.000358403013032892
D01	FAM		Std		33.0916572279431	0.00097
D02	FAM		Std		33.1647728380632	0.00097
D04	FAM		Unkn	510	32.4139633289164	0.00149376146238791
D05	FAM		Unkn	510	32.7411406042745	0.00120068258241877
D06	FAM		Unkn	510	32.5762743442627	0.00134037133173571
D07	FAM		Unkn	535	33.3821662843644	0.00078268380362253
D08	FAM		Unkn	535	33.310046675104	0.00082128668145195
D09	FAM		Unkn	535	33.3839986431807	0.000781727016996159
D10	FAM		Unkn	612	34.4054563378912	0.000395294672331381
D11	FAM		Unkn	612	34.4802674649856	0.000376038421626065
D12	FAM		Unkn	612	35.2318136352675	0.00022769264308955
E01	FAM		Std		36.17087464769	9.7E-05
E03	FAM		Std		36.2046317771945	9.7E-05
E04	FAM		Unkn	513	30.9291249527851	0.00402490495467662
E05	FAM		Unkn	513	30.8266164188441	0.00430996968589307
E06	FAM		Unkn	513	30.8412352766664	0.00426811403563245
E07	FAM		Neg Ctrl	NC	NaN	NaN
E08	FAM		Neg Ctrl	NC	NaN	NaN
E09	FAM		Neg Ctrl	NC	NaN	NaN
F01	FAM		Std		NaN	9.7E-06
F02	FAM		Std		NaN	9.7E-06
F03	FAM		Std		NaN	9.7E-06
F04	FAM		Unkn	516	30.7869143676084	0.00442572441968153
F05	FAM		Unkn	516	30.6429013613839	0.00487231830009307
F06	FAM		Unkn	516	30.2480460204427	0.00634175504591126
F07	FAM		Neg Ctrl		NaN	NaN
F08	FAM		Neg Ctrl		NaN	NaN
F09	FAM		Neg Ctrl		NaN	NaN
G01	FAM		Std		NaN	9.7E-07
G02	FAM		Std		NaN	9.7E-07
G03	FAM		Std		NaN	9.7E-07
G04	FAM		Unkn	520	36.0737526259239	0.000129795517975531
G05	FAM		Unkn	520	36.7647983519635	8.18307169287792E-05
G06	FAM		Unkn	520	35.8151335390454	0.000154254131963257
G07	FAM		Unkn	597	36.0293412503891	0.000133701150349803
G08	FAM		Unkn	597	35.8839279554781	0.000147330407682658
G09	FAM		Unkn	597	35.2036794244118	0.000232009346126533
H01	FAM		Neg Ctrl		NaN	NaN
H02	FAM		Neg Ctrl		NaN	NaN
H03	FAM		Neg Ctrl		NaN	NaN
H04	FAM		Unkn	523	35.4948969427425	0.000191019476854291
H05	FAM		Unkn	523	35.3538968523086	0.000209872459183996
H06	FAM		Unkn	523	35.1047914631674	0.000247841719928752
H07	FAM		Unkn	600	35.6944213206252	0.000167198694666991
H08	FAM		Unkn	600	36.9702960983635	7.13411044370943E-05
H09	FAM		Unkn	600	35.8369518709396	0.000152023729226515
