Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std	(E2-14-2)	23.07541054877	0.16
A02	FAM		Std	(E2-14-2)	22.6992363064012	0.16
A03	FAM		Std	(E2-14-2)	23.0266701038239	0.16
A04	FAM		Unkn	567	NaN	NaN
A05	FAM		Unkn	567	NaN	NaN
A06	FAM		Unkn	567	NaN	NaN
A07	FAM		Unkn	568	NaN	NaN
A08	FAM		Unkn	568	NaN	NaN
A09	FAM		Unkn	568	37.745233960642	4.12098680292098E-06
A10	FAM		Unkn	589	34.515923692025	4.33189459750281E-05
A11	FAM		Unkn	589	36.4957697209461	1.0240045198534E-05
A12	FAM		Unkn	589	35.9355109531478	1.54011932195918E-05
B01	FAM		Std	(E2-14-2)-1	26.2938887794301	0.016
B02	FAM		Std	(E2-14-2)-1	26.2211407284093	0.016
B03	FAM		Std	(E2-14-2)-1	26.6326602529171	0.016
B04	FAM		Unkn	570	36.6022803157597	9.47555080943823E-06
B05	FAM		Unkn	570	38.2221289609136	2.91154182540049E-06
B06	FAM		Unkn	570	35.1869962177388	2.65684707812528E-05
B07	FAM		Unkn	571	38.8345517721309	1.86366169807396E-06
B08	FAM		Unkn	571	38.2831500877963	2.78495002207616E-06
B09	FAM		Unkn	571	NaN	NaN
B10	FAM		Unkn	590	36.0787177288597	1.38754528247582E-05
B11	FAM		Unkn	590	35.5415982098583	2.05200755444562E-05
B12	FAM		Unkn	590	35.46240615773	2.1738693011286E-05
C01	FAM		Std	(E2-14-2)-2	29.8326345475577	0.0016
C02	FAM		Std	(E2-14-2)-2	29.7436937895782	0.0016
C04	FAM		Unkn	573	NaN	NaN
C05	FAM		Unkn	573	38.9450030485045	1.71958216971693E-06
C06	FAM		Unkn	573	37.2590786013101	5.87231265955413E-06
C07	FAM		Unkn	574	37.0273729366006	6.95208878984685E-06
C08	FAM		Unkn	574	38.6063033064684	2.20079425631073E-06
C09	FAM		Unkn	574	NaN	NaN
C10	FAM		Unkn	592	39.1232798440454	1.51015113083853E-06
C11	FAM		Unkn	592	NaN	NaN
C12	FAM		Unkn	592	NaN	NaN
D01	FAM		Std	(E2-14-2)-3	33.4841725194867	0.00016
D02	FAM		Std	(E2-14-2)-3	33.0283264112917	0.00016
D04	FAM		Unkn	576	38.6472897026401	2.13605448855629E-06
D05	FAM		Unkn	576	38.5093438145813	2.36186522530098E-06
D06	FAM		Unkn	576	35.5150941006962	2.09201224657118E-05
D07	FAM		Unkn	577	NaN	NaN
D08	FAM		Unkn	577	36.2692902868942	1.20768746455188E-05
D09	FAM		Unkn	577	36.3663101414896	1.12527790932925E-05
D10	FAM		Unkn	593	NaN	NaN
D11	FAM		Unkn	593	38.6432611924425	2.14233237706121E-06
D12	FAM		Unkn	593	38.2097096998846	2.93800270243272E-06
E02	FAM		Std	(E2-14-2)-4	36.9629938529769	1.6E-05
E03	FAM		Std	(E2-14-2)-4	36.1195289923169	1.6E-05
E04	FAM		Neg Ctrl	exBLK	NaN	NaN
E05	FAM		Neg Ctrl	exBLK	NaN	NaN
E06	FAM		Neg Ctrl	exBLK	NaN	NaN
E07	FAM		Neg Ctrl	Plate NC	NaN	NaN
E08	FAM		Neg Ctrl	Plate NC	NaN	NaN
E09	FAM		Neg Ctrl	Plate NC	NaN	NaN
F01	FAM		Std	(E2-14-2)-5	38.0777374085919	1.6E-06
F02	FAM		Std	(E2-14-2)-5	NaN	1.6E-06
F03	FAM		Std	(E2-14-2)-5	38.1461419653038	1.6E-06
F04	FAM		Unkn	579	32.7438783700969	0.000157510933952156
F05	FAM		Unkn	579	32.9832195438242	0.000132308843836015
F06	FAM		Unkn	579	33.751790691348	7.55842513550552E-05
F07	FAM		Unkn	580	36.8782203587239	7.75003429301269E-06
F08	FAM		Unkn	580	35.3625544066746	2.33789035505495E-05
F09	FAM		Unkn	580	38.5453324216504	2.30074865069151E-06
G04	FAM		Unkn	582	36.7389377872015	8.57766940552511E-06
G05	FAM		Unkn	582	NaN	NaN
G06	FAM		Unkn	582	36.6098665653124	9.42332905307808E-06
G07	FAM		Unkn	583	NaN	NaN
G08	FAM		Unkn	583	NaN	NaN
G09	FAM		Unkn	583	38.3985404478036	2.56041670092287E-06
H01	FAM		Neg Ctrl	MM NC	NaN	NaN
H02	FAM		Neg Ctrl	MM NC	NaN	NaN
H03	FAM		Neg Ctrl	MM NC	NaN	NaN
H04	FAM		Unkn	586	22.232346731964	0.333356029748148
H05	FAM		Unkn	586	22.3892361260054	0.297352953877778
H06	FAM		Unkn	586	22.3636555079221	0.302946091548157
H07	FAM		Unkn	587	26.0444706100056	0.02074165224851
H08	FAM		Unkn	587	26.0792593449146	0.0202226014896483
H09	FAM		Unkn	587	26.0700173546483	0.0203592121873143
