Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std	0.32 ng/킠	26.2517623252589	0.32
A02	FAM		Std	0.32 ng/킠	25.8982302508065	0.32
A03	FAM		Std	0.32 ng/킠	25.8146027709512	0.32
A04	FAM		Unkn	567	34.960619995118	0.00157937732675181
A05	FAM		Unkn	567	35.0686630546321	0.00148020359745186
A06	FAM		Unkn	567	34.2537663959071	0.00241405438062652
A07	FAM		Unkn	568	34.0400687146653	0.00274443736417631
A08	FAM		Unkn	568	35.0267986385907	0.0015178700289044
A09	FAM		Unkn	568	34.835606730959	0.00170244896199877
A10	FAM		Unkn	589	NaN	NaN
A11	FAM		Unkn	589	NaN	NaN
A12	FAM		Unkn	589	NaN	NaN
B01	FAM		Std	32 pg/킠	30.242535922166	0.032
B03	FAM		Std	32 pg/킠	30.2490035588726	0.032
B04	FAM		Unkn	570	34.1155816841123	0.00262282163277249
B05	FAM		Unkn	570	33.9250355780459	0.00294062690259404
B06	FAM		Unkn	570	34.0262269861573	0.00276733385932152
B07	FAM		Unkn	571	34.1610717237609	0.00255217533126949
B08	FAM		Unkn	571	33.7283829242324	0.00330904701402854
B09	FAM		Unkn	571	33.8803783535913	0.0030205155786838
B10	FAM		Unkn	590	37.6490973013604	0.000314527871190794
B11	FAM		Unkn	590	NaN	NaN
B12	FAM		Unkn	590	NaN	NaN
C01	FAM		Std	3.2 pg/킠	33.9765008203865	0.0032
C02	FAM		Std	3.2 pg/킠	33.5144657643765	0.0032
C04	FAM		Unkn	573	32.6289668306852	0.00640171705845881
C05	FAM		Unkn	573	34.0558600703385	0.00271854712111149
C06	FAM		Unkn	573	33.4515496990874	0.00390721452066053
C07	FAM		Unkn	574	32.4898759537063	0.00695912120623805
C08	FAM		Unkn	574	33.4322684200685	0.00395269642221867
C09	FAM		Unkn	574	33.0794072935493	0.00488513508155326
C10	FAM		Unkn	592	NaN	NaN
C11	FAM		Unkn	592	NaN	NaN
C12	FAM		Unkn	592	NaN	NaN
D01	FAM		Std	0.32 pg/킠	37.7448281494101	0.00032
D02	FAM		Std	0.32 pg/킠	37.3490567596088	0.00032
D04	FAM		Unkn	576	31.95186900351	0.00961171647639777
D05	FAM		Unkn	576	31.6471120382347	0.0115410247877129
D06	FAM		Unkn	576	31.4826691821784	0.0127382861650616
D07	FAM		Unkn	577	34.5071060237591	0.00207351410141404
D08	FAM		Unkn	577	34.7348352811876	0.00180860195660867
D09	FAM		Unkn	577	34.5718909939437	0.0019944308339612
D10	FAM		Unkn	593	NaN	NaN
D11	FAM		Unkn	593	NaN	NaN
D12	FAM		Unkn	593	NaN	NaN
E02	FAM		Std	32 fg/킠	NaN	3.2E-05
E03	FAM		Std	32 fg/킠	NaN	3.2E-05
E04	FAM		Neg Ctrl	exBLK	NaN	NaN
E05	FAM		Neg Ctrl	exBLK	NaN	NaN
E06	FAM		Neg Ctrl	exBLK	NaN	NaN
E07	FAM		Neg Ctrl	Plate NC	NaN	NaN
E08	FAM		Neg Ctrl	Plate NC	NaN	NaN
E09	FAM		Neg Ctrl	Plate NC	NaN	NaN
F01	FAM		Std	3.2 fg/킠	NaN	3.2E-06
F02	FAM		Std	3.2 fg/킠	NaN	3.2E-06
F03	FAM		Std	3.2 fg/킠	NaN	3.2E-06
F04	FAM		Unkn	579	35.0460302528831	0.00150044930889927
F05	FAM		Unkn	579	34.1918238343427	0.00250549828206217
F06	FAM		Unkn	579	35.9644623629728	0.000864582268573262
F07	FAM		Unkn	580	35.092307108117	0.00145934499130965
F08	FAM		Unkn	580	34.9770666741614	0.00156386266795716
F09	FAM		Unkn	580	35.2130752766652	0.00135730163675114
G04	FAM		Unkn	582	35.0282187528999	0.00151657674819882
G05	FAM		Unkn	582	35.7178820554841	0.00100249998441369
G06	FAM		Unkn	582	33.9579840911937	0.00288304203910046
G07	FAM		Unkn	583	35.8217854913221	0.000941887513353003
G08	FAM		Unkn	583	36.4802423743969	0.000634386374313014
G09	FAM		Unkn	583	34.6777772238615	0.0018716161067328
H01	FAM		Neg Ctrl	MM NC	NaN	NaN
H02	FAM		Neg Ctrl	MM NC	NaN	NaN
H03	FAM		Neg Ctrl	MM NC	NaN	NaN
H04	FAM		Unkn	586	36.2924529170102	0.000710078589605829
H05	FAM		Unkn	586	36.1909973480244	0.0007546640258823
H06	FAM		Unkn	586	34.4944040997409	0.00208938323089525
H07	FAM		Unkn	587	NaN	NaN
H08	FAM		Unkn	587	36.8720720957346	0.000501432496884128
H09	FAM		Unkn	587	NaN	NaN
