Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std	2.8E-01	22.4635938144085	0.28
A02	FAM		Std	2.8E-01	22.4325392299485	0.28
A03	FAM		Std	2.8E-01	22.3549720709746	0.28
A04	FAM		Unkn	537	NaN	NaN
A05	FAM		Unkn	537	38.3669271270813	1.40713402056996E-05
A06	FAM		Unkn	537	NaN	NaN
A07	FAM		Unkn	537	NaN	NaN
A08	FAM		Unkn	537	NaN	NaN
A09	FAM		Unkn	537	40.509325587152	3.65674751713536E-06
A10	FAM		Neg Ctrl	NC Plate	NaN	NaN
A11	FAM		Neg Ctrl	NC Plate	NaN	NaN
A12	FAM		Neg Ctrl	NC Plate	NaN	NaN
B01	FAM		Std	2.8E-02	26.3000958253602	0.028
B02	FAM		Std	2.8E-02	26.3147403469781	0.028
B03	FAM		Std	2.8E-02	26.3803845693853	0.028
B04	FAM		Unkn	538	NaN	NaN
B05	FAM		Unkn	538	NaN	NaN
B06	FAM		Unkn	538	NaN	NaN
B07	FAM		Unkn	538	NaN	NaN
B08	FAM		Unkn	538	NaN	NaN
B09	FAM		Unkn	538	NaN	NaN
B10	FAM		Neg Ctrl	NC Plate	NaN	NaN
B11	FAM		Neg Ctrl	NC Plate	NaN	NaN
B12	FAM		Neg Ctrl	NC Plate	NaN	NaN
C01	FAM		Std	2.8E-03	30.4242664085893	0.0028
C02	FAM		Std	2.8E-03	30.4814295984992	0.0028
C03	FAM		Std	2.8E-03	29.92366016517	0.0028
C04	FAM		Unkn	539	NaN	NaN
C05	FAM		Unkn	539	NaN	NaN
C06	FAM		Unkn	539	NaN	NaN
C07	FAM		Unkn	539	NaN	NaN
C08	FAM		Unkn	539	NaN	NaN
C09	FAM		Unkn	539	NaN	NaN
C10	FAM		Unkn	545	33.9561834731342	0.000225538868188064
C11	FAM		Unkn	545	33.803992107567	0.000248196480418125
C12	FAM		Unkn	545	35.094761859723	0.000110203437482232
D01	FAM		Std	2.8E-04	33.6644027373373	0.00028
D02	FAM		Std	2.8E-04	33.7353217418511	0.00028
D03	FAM		Std	2.8E-04	33.6778458270745	0.00028
D04	FAM		Unkn	540	NaN	NaN
D05	FAM		Unkn	540	NaN	NaN
D06	FAM		Unkn	540	NaN	NaN
D07	FAM		Unkn	540	NaN	NaN
D08	FAM		Unkn	540	NaN	NaN
D09	FAM		Unkn	540	NaN	NaN
D10	FAM		Unkn	545	34.6923151930745	0.000141948817543203
D11	FAM		Unkn	545	34.1128355294242	0.000204375411650567
D12	FAM		Unkn	545	34.4957189371747	0.000160633497735549
E01	FAM		Std	2.8E-05	NaN	2.8E-05
E02	FAM		Std	2.8E-05	36.4370003273497	2.8E-05
E03	FAM		Std	2.8E-05	37.4106276142113	2.8E-05
E04	FAM		Unkn	541	NaN	NaN
E05	FAM		Unkn	541	NaN	NaN
E06	FAM		Unkn	541	NaN	NaN
E07	FAM		Unkn	541	NaN	NaN
E08	FAM		Unkn	541	NaN	NaN
E09	FAM		Unkn	541	NaN	NaN
E10	FAM		Unkn	546	30.0685962473158	0.00260133522781012
E11	FAM		Unkn	546	30.2554116060119	0.00231293719341952
E12	FAM		Unkn	546	30.1998389633422	0.00239521585402093
F01	FAM		Std	2.8E-06	NaN	2.8E-06
F02	FAM		Std	2.8E-06	NaN	2.8E-06
F03	FAM		Std	2.8E-06	NaN	2.8E-06
F04	FAM		Unkn	542	NaN	NaN
F05	FAM		Unkn	542	NaN	NaN
F06	FAM		Unkn	542	NaN	NaN
F07	FAM		Unkn	542	NaN	NaN
F08	FAM		Unkn	542	NaN	NaN
F09	FAM		Unkn	542	NaN	NaN
F10	FAM		Unkn	546	29.9606864269161	0.00278403136351665
F11	FAM		Unkn	546	30.0446539595647	0.00264080694705153
F12	FAM		Unkn	546	30.0084413822936	0.00270164865395465
G04	FAM		Unkn	543	32.7733548674556	0.000474608503819082
G05	FAM		Unkn	543	32.9015782484387	0.000437833154125498
G06	FAM		Unkn	543	33.0950825594311	0.000387658165708282
G07	FAM		Unkn	543	32.987670466205	0.000414754181490548
G08	FAM		Unkn	543	33.3180613630265	0.000336928431731325
G09	FAM		Unkn	543	33.9158734713152	0.000231330506179028
G10	FAM		Unkn	547	30.1438948298136	0.00248100109392795
G11	FAM		Unkn	547	30.4728498873275	0.00201727948663513
G12	FAM		Unkn	547	30.1826396033015	0.00242126887258359
H01	FAM		Neg Ctrl	NC MM	NaN	NaN
H02	FAM		Neg Ctrl	NC MM	NaN	NaN
H03	FAM		Neg Ctrl	NC MM	NaN	NaN
H04	FAM		Unkn	544	32.3701403256147	0.000611620332153005
H05	FAM		Unkn	544	32.519765170616	0.00055668406588285
H06	FAM		Unkn	544	32.6415846334915	0.000515621814159458
H07	FAM		Unkn	544	32.433309151414	0.000587795208969843
H08	FAM		Unkn	544	32.2741376523993	0.000649691270954091
H09	FAM		Unkn	544	31.9275339436948	0.000807958417056492
H10	FAM		Unkn	547	30.3463799229651	0.00218430842580576
H11	FAM		Unkn	547	30.0772015704361	0.00258729292032428
H12	FAM		Unkn	547	30.2163246639678	0.00237050702796353
