	Well	Fluor	Target	Content	Sample	Cq	SQ
	A01	FAM		Std	9.67 ng/uL	17.1925146949125	9.67
	A02	FAM		Std	9.67 ng/uL	17.0131430337127	9.67
	A03	FAM		Std	9.67 ng/uL	17.0004209105174	9.67
	A04	FAM		Unkn	537	33.733800089301	0.0002199138775487
	A05	FAM		Unkn	537	34.4590177435822	0.000137291121111992
	A06	FAM		Unkn	537	34.030040381957	0.000181414715814246
	A07	FAM		Unkn	537	33.7304937941488	0.000220386740535533
	A08	FAM		Unkn	537	34.5544564594376	0.00012903743770588
	A09	FAM		Unkn	537	32.1435238190945	0.000617912824828121
	A10	FAM		Neg Ctrl	NC Plate	NaN	NaN
	A11	FAM		Neg Ctrl	NC Plate	NaN	NaN
	A12	FAM		Neg Ctrl	NC Plate	NaN	NaN
	B01	FAM		Std	0.73 ng/uL	21.146383315785	0.733
	B02	FAM		Std	0.73 ng/uL	21.0416693749659	0.733
	B03	FAM		Std	0.73 ng/uL	20.9518010952171	0.733
	B04	FAM		Unkn	538	34.0603789102698	0.000177874181392701
	B05	FAM		Unkn	538	33.3498002457438	0.000282223328465712
	B06	FAM		Unkn	538	32.8012519262754	0.000403049393275798
	B07	FAM		Unkn	538	33.1939462206086	0.000312294962375989
	B08	FAM		Unkn	538	33.3207185301671	0.000287605982445751
	B09	FAM		Unkn	538	34.4400409016704	0.00013899414498964
	B10	FAM		Neg Ctrl	NC Plate	NaN	NaN
	C01	FAM		Std	49 pg/uL	25.7623798894406	0.0492
	C02	FAM		Std	49 pg/uL	25.4101724357026	0.0492
	C03	FAM		Std	49 pg/uL	25.8515359879494	0.0492
	C04	FAM		Unkn	539	34.7335162070402	0.000114867319364102
	C05	FAM		Unkn	539	33.5806380545141	0.000242921076648354
	C06	FAM		Unkn	539	34.1923802989599	0.000163256521384589
	C07	FAM		Unkn	539	29.7333066999185	0.00295758212714411
	C08	FAM		Unkn	539	33.508748551665	0.000254535189215379
	C09	FAM		Unkn	539	33.9251121301235	0.000194212230287116
	C10	FAM		Unkn	545	31.7097834988226	0.000819032383838793
	C11	FAM		Unkn	545	31.8933935983187	0.000726939068257479
	C12	FAM		Unkn	545	32.8061693701328	0.000401763873563902
	D01	FAM		Std	7.6 pg/uL	28.6053424465965	0.0076
	D02	FAM		Std	7.6 pg/uL	28.9151118382527	0.0076
	D03	FAM		Std	7.6 pg/uL	28.5635842690495	0.0076
	D04	FAM		Unkn	540	30.0183693224287	0.00245759500484192
	D05	FAM		Unkn	540	29.8868579541062	0.00267679084988541
	D06	FAM		Unkn	540	29.9253658415175	0.00261065791600612
	D07	FAM		Unkn	540	29.2348713945304	0.00408849506415083
	D08	FAM		Unkn	540	29.5506769337918	0.00333014611531495
	D09	FAM		Unkn	540	29.9371035803415	0.00259082647785219
	D10	FAM		Unkn	545	31.5738168925692	0.00089466857114363
	D11	FAM		Unkn	545	31.8339749984197	0.000755548157030968
	D12	FAM		Unkn	545	31.8175540339414	0.000763651307704036
	E01	FAM		Std	0.76 pg/uL	32.230199212273	0.00076
	E02	FAM		Std	0.76 pg/uL	31.9619210490175	0.00076
	E03	FAM		Std	0.76 pg/uL	32.1120318654121	0.00076
	E04	FAM		Unkn	541	29.9305091190356	0.00260194950045703
	E05	FAM		Unkn	541	29.9752217373767	0.00252745721872738
	E06	FAM		Unkn	541	29.6971451994076	0.00302788434821218
	E07	FAM		Unkn	541	29.7816291667438	0.00286617889546404
	E08	FAM		Unkn	541	29.791935451855	0.00284705277276348
	E09	FAM		Unkn	541	29.5549049136327	0.00332101183218966
	E10	FAM		Unkn	546	32.4659994793783	0.00050112392511067
	E11	FAM		Unkn	546	30.0774600877735	0.00236504097314768
	E12	FAM		Unkn	546	33.5070095605868	0.00025482290593034
	F01	FAM		Std	76 fg/uL	35.0236442668457	7.6E-05
	F02	FAM		Std	76 fg/uL	34.1743813529634	7.6E-05
	F03	FAM		Std	76 fg/uL	35.2568214496319	7.6E-05
	F04	FAM		Unkn	542	32.0669847505528	0.000649414011267138
	F05	FAM		Unkn	542	32.7306078726685	0.000421977718431286
	F06	FAM		Unkn	542	31.7888860498298	0.00077800677183423
	F07	FAM		Unkn	542	31.4667572900562	0.000959108136586095
	F08	FAM		Unkn	542	32.200201584279	0.00059557486005607
	F09	FAM		Unkn	542	32.4445724498299	0.000508148302748125
	F10	FAM		Unkn	546	32.2048465369358	0.000593780386232538
	F11	FAM		Unkn	546	32.5817663319085	0.000464818187443177
	F12	FAM		Unkn	546	32.8873745338634	0.000381118440528081
	G01	FAM		Unkn	7.6 fg/uL	NaN	NaN
	G02	FAM		Unkn	7.6 fg/uL	NaN	NaN
	G03	FAM		Unkn	7.6 fg/uL	NaN	NaN
	G04	FAM		Unkn	543	31.6645298982503	0.000843468279458275
	G05	FAM		Unkn	543	31.3414513419659	0.00104044930591959
	G06	FAM		Unkn	543	30.850709884528	0.00143112271888824
	G07	FAM		Unkn	543	30.744610773667	0.00153324402424614
	G08	FAM		Unkn	543	31.0162274782677	0.00128522263023362
	G09	FAM		Unkn	543	31.4594810107403	0.000963652555525
