	Data Set	Target	Sample	Control	Relative Quantity	Relative Quantity(lg)	Relative Quantity SD	Corrected Relative Quantity SD	SD RQ(lg)	Relative Quantity SEM	Corrected Relative Quantity SEM	SEM RQ(lg)	Relative Quantity 95% CI Low	Relative Quantity 95% CI High	Unscaled Expression	Unscaled Expression(lg)	Unscaled Expression SD	Corrected Unscaled Expression SD	SD Unscaled Expression(lg)	Unscaled Expression SEM	Corrected Unscaled Expression SEM	SEM Unscaled Expression(lg)	Expression	Expression(lg)	Expression SD	Corrected Expression SD	SD Expression(lg)	Expression SEM	Corrected Expression SEM	SEM Expression(lg)	Expression 95% CI Low	Expression 95% CI High	Wells	Mean Cq	Cq SD	Cq SEM	P-Value
	1-FAM	NA	567		0.000736745751833482	-10.406545542933	9.93829683130981E-05	0.000117641219319656	NaN	5.73787835084312E-05	6.79201896419994E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	32.4303223805727	0.194585952762922	0.112344252208193	NaN
	1-FAM	NA	568		0.000610547054408806	-10.6776098926148	7.1299384247707E-05	8.9154216199127E-05	NaN	4.11647186884682E-05	5.14732107219561E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	32.7013509206462	0.168454959090062	0.0972575159769746	NaN
	1-FAM	NA	570		0.00152945474632305	-9.35276686375562	0.00012071023831316	0.000168417319499003	NaN	6.96920885840466E-05	9.72357847489445E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	31.3766829133641	0.113847798614911	0.0657300571769653	NaN
	1-FAM	NA	571		0.00106506115824103	-9.87484800899245	0.000203470207067897	0.000221035106038023	NaN	0.000117473578822719	0.00012761467797141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	31.8986950878146	0.275577300801093	0.159104628800061	NaN
	1-FAM	NA	573		0.00203997956525417	-8.93722958406048	0.000430018089979808	0.000455326449964236	NaN	0.000248271060006251	0.000262882848456008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	30.9612005292214	0.304073148095482	0.175556713906263	NaN
	1-FAM	NA	574		0.00155495615678217	-9.32891038165969	0.000143389564982914	0.000186400547306868	NaN	8.2786003941869E-05	0.000107618406164714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	31.3528295828861	0.133019882712599	0.0767990650916917	NaN
	1-FAM	NA	576		0.0027588219715877	-8.50173192293082	0.000205678588649679	0.000281757355943013	NaN	0.000118748588523435	0.000162672685299856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	30.5257604005585	0.107543104444988	0.0620900403008017	NaN
	1-FAM	NA	577		0.000621102322160006	-10.6528814178468	8.13578060006205E-05	9.7827202080419E-05	NaN	4.69719511951356E-05	5.64805614551978E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	32.6766257126929	0.188952758710193	0.109091926105452	NaN
	1-FAM	NA	579		0.000356103095031753	-11.4554174047652	0.000124624626241107	0.000129046648210917	NaN	7.19520615079594E-05	7.4505117082592E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	33.479055678663	0.504830147403809	0.291463821498628	NaN
	1-FAM	NA	580		0.000298812813023424	-11.7084703676705	4.31446232358362E-05	5.18322240701547E-05	NaN	2.4909559839295E-05	2.99253485196008E-05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	33.7320752113977	0.208278588825128	0.120249699324623	NaN
