	Well	Fluor	Target	Content	Sample	Cq	SQ
	A01	FAM	NA	Std	salsal_std0	22.053556266846	5.4
	A02	FAM	NA	Std	salsal_std0	22.0288308201571	5.4
	A03	FAM	NA	Std	salsal_std0	21.9930677711554	5.4
	A04	FAM	NA	Unkn	567	32.6542572220854	0.00351183369730906
	A05	FAM	NA	Unkn	567	32.3342792519563	0.00438399081269921
	A06	FAM	NA	Unkn	567	32.3024306676764	0.00448185994764867
	A07	FAM	NA	Unkn	568	32.609896938176	0.00362150827737897
	A08	FAM	NA	Unkn	568	32.8957527250131	0.00297048214594714
	A09	FAM	NA	Unkn	568	32.5984030987494	0.00365047963311141
	A10	FAM	NA	Unkn	589	NaN	NaN
	A11	FAM	NA	Unkn	589	NaN	NaN
	A12	FAM	NA	Unkn	589	NaN	NaN
	B01	FAM	NA	Std	salsal_std1	25.3201110838876	0.54
	B02	FAM	NA	Std	salsal_std1	25.292525805323	0.54
	B03	FAM	NA	Std	salsal_std1	25.3168620587764	0.54
	B04	FAM	NA	Unkn	570	31.5073021906569	0.00777763267618735
	B05	FAM	NA	Unkn	570	31.2985173597721	0.00898889338055504
	B06	FAM	NA	Unkn	570	31.3242291896632	0.00883009090237728
	B07	FAM	NA	Unkn	571	32.2067203796485	0.00478931889781337
	B08	FAM	NA	Unkn	571	31.6755220239564	0.00692152069811421
	B09	FAM	NA	Unkn	571	31.813842859839	0.00628864819618981
	B10	FAM	NA	Unkn	590	NaN	NaN
	B11	FAM	NA	Unkn	590	NaN	NaN
	B12	FAM	NA	Unkn	590	NaN	NaN
	C01	FAM	NA	Std	salsal_std2	28.6804775962995	0.054
	C02	FAM	NA	Std	salsal_std2	28.7930847694293	0.054
	C03	FAM	NA	Std	salsal_std2	28.8325263813411	0.054
	C04	FAM	NA	Unkn	573	30.7352002717724	0.0132832386348057
	C05	FAM	NA	Unkn	573	30.841491843937	0.012339648697372
	C06	FAM	NA	Unkn	573	31.3069094719548	0.00893675018355531
	C07	FAM	NA	Unkn	574	31.4190986424173	0.00826804535369011
	C08	FAM	NA	Unkn	574	31.4396975447968	0.00815081701655184
	C09	FAM	NA	Unkn	574	31.1996925614443	0.00962629991655122
	C10	FAM	NA	Unkn	592	NaN	NaN
	C11	FAM	NA	Unkn	592	NaN	NaN
	C12	FAM	NA	Unkn	592	NaN	NaN
	D01	FAM	NA	Std	salsal_std3	32.2410379838362	0.0054
	D02	FAM	NA	Std	salsal_std3	32.3267380425807	0.0054
	D03	FAM	NA	Std	salsal_std3	32.3377744095214	0.0054
	D04	FAM	NA	Unkn	576	30.6245194707794	0.0143425581079217
	D05	FAM	NA	Unkn	576	30.4111849771537	0.0166285807914716
	D06	FAM	NA	Unkn	576	30.5415767537424	0.015191412718192
	D07	FAM	NA	Unkn	577	32.5054555397959	0.00389344128649357
	D08	FAM	NA	Unkn	577	32.8793804366632	0.00300438889103428
	D09	FAM	NA	Unkn	577	32.6450411616195	0.00353434238486654
	D10	FAM	NA	Unkn	593	NaN	NaN
	D11	FAM	NA	Unkn	593	NaN	NaN
	D12	FAM	NA	Unkn	593	NaN	NaN
	E01	FAM	NA	Std	salsal_std4	35.6017851835061	0.00054
	E02	FAM	NA	Std	salsal_std4	34.6571320063153	0.00054
	E03	FAM	NA	Std	salsal_std4	35.3169479262039	0.00054
	E04	FAM	NA	Neg Ctrl	585	NaN	NaN
	E05	FAM	NA	Neg Ctrl	585	NaN	NaN
	E06	FAM	NA	Neg Ctrl	585	NaN	NaN
	E07	FAM	NA	Neg Ctrl	nc_plt	NaN	NaN
	E08	FAM	NA	Neg Ctrl	nc_plt	NaN	NaN
	E09	FAM	NA	Neg Ctrl	nc_plt	NaN	NaN
	E10	FAM	NA	Neg Ctrl	595	NaN	NaN
	E11	FAM	NA	Neg Ctrl	595	NaN	NaN
	E12	FAM	NA	Neg Ctrl	595	NaN	NaN
	F01	FAM	NA	Std	salsal_std5	NaN	5.4E-05
	F02	FAM	NA	Std	salsal_std5	NaN	5.4E-05
	F03	FAM	NA	Std	salsal_std5	38.5658512679731	5.4E-05
	F04	FAM	NA	Unkn	579	33.7975447478112	0.00158973461324634
	F05	FAM	NA	Unkn	579	32.8969908366857	0.00296793365416736
	F06	FAM	NA	Unkn	579	33.7426314514922	0.00165141932971524
	F07	FAM	NA	Unkn	580	33.7416152425405	0.00165258312395194
	F08	FAM	NA	Unkn	580	33.9354198551305	0.00144482285681588
	F09	FAM	NA	Unkn	580	33.519190536522	0.00192809606535075
	G01	FAM	NA	Neg Ctrl	nc_ext	NaN	NaN
	G02	FAM	NA	Neg Ctrl	nc_ext	NaN	NaN
	G03	FAM	NA	Neg Ctrl	nc_ext	NaN	NaN
	G04	FAM	NA	Unkn	582	36.0474670388058	0.000334149676746352
	G05	FAM	NA	Unkn	582	35.2094090539144	0.000597385902220916
	G06	FAM	NA	Unkn	582	36.0750410127233	0.000327822950966254
	G07	FAM	NA	Unkn	583	35.8070614137113	0.000394747975520765
	G08	FAM	NA	Unkn	583	36.0431602751678	0.00033514880997053
	G09	FAM	NA	Unkn	583	36.2137073853955	0.000297776967300372
	H01	FAM	NA	Neg Ctrl	nc_mm	NaN	NaN
	H02	FAM	NA	Neg Ctrl	nc_mm	NaN	NaN
	H03	FAM	NA	Neg Ctrl	nc_mm	NaN	NaN
	H04	FAM	NA	Unkn	586	NaN	NaN
	H05	FAM	NA	Unkn	586	NaN	NaN
	H06	FAM	NA	Unkn	586	NaN	NaN
	H07	FAM	NA	Unkn	587	NaN	NaN
	H08	FAM	NA	Unkn	587	NaN	NaN
	H09	FAM	NA	Unkn	587	NaN	NaN
