	Well	Fluor	Target	Content	Sample	Biological Set Name	Cq	Cq Mean	Cq Std. Dev	Starting Quantity (SQ)	Log Starting Quantity	SQ Mean	SQ Std. Dev	Set Point	Well Note
	A01	FAM	NA	Std	salsal_std0		22.053556266846	22.053556266846	0	5.4	0.732393759822969	5.4	0	60	
	A02	FAM	NA	Std	salsal_std0		22.0288308201571	22.0288308201571	0	5.4	0.732393759822969	5.4	0	60	
	A03	FAM	NA	Std	salsal_std0		21.9930677711554	21.9930677711554	0	5.4	0.732393759822969	5.4	0	60	
	A04	FAM	NA	Unkn	567		32.6542572220854	32.6542572220854	0	0.00351183369730906	-2.45446605827022	0.00351183369730906	0	60	
	A05	FAM	NA	Unkn	567		32.3342792519563	32.3342792519563	0	0.00438399081269921	-2.35813036465102	0.00438399081269921	0	60	
	A06	FAM	NA	Unkn	567		32.3024306676764	32.3024306676764	0	0.00448185994764867	-2.34854171873217	0.00448185994764867	0	60	
	A07	FAM	NA	Unkn	568		32.609896938176	32.609896938176	0	0.00362150827737897	-2.44111051783151	0.00362150827737897	0	60	
	A08	FAM	NA	Unkn	568		32.8957527250131	32.8957527250131	0	0.00297048214594714	-2.52717305360204	0.00297048214594714	0	60	
	A09	FAM	NA	Unkn	568		32.5984030987494	32.5984030987494	0	0.00365047963311141	-2.43765007024798	0.00365047963311141	0	60	
	A10	FAM	NA	Unkn	589		NaN	0	0	NaN	NaN	0	0	60	
	A11	FAM	NA	Unkn	589		NaN	0	0	NaN	NaN	0	0	60	
	A12	FAM	NA	Unkn	589		NaN	0	0	NaN	NaN	0	0	60	
	B01	FAM	NA	Std	salsal_std1		25.3201110838876	25.3201110838876	0	0.54	-0.267606240177031	0.54	0	60	
	B02	FAM	NA	Std	salsal_std1		25.292525805323	25.292525805323	0	0.54	-0.267606240177031	0.54	0	60	
	B03	FAM	NA	Std	salsal_std1		25.3168620587764	25.3168620587764	0	0.54	-0.267606240177031	0.54	0	60	
	B04	FAM	NA	Unkn	570		31.5073021906569	31.5073021906569	0	0.00777763267618735	-2.10915257166322	0.00777763267618735	0	60	
	B05	FAM	NA	Unkn	570		31.2985173597721	31.2985173597721	0	0.00898889338055504	-2.0462937708141	0.00898889338055504	0	60	
	B06	FAM	NA	Unkn	570		31.3242291896632	31.3242291896632	0	0.00883009090237728	-2.05403482550537	0.00883009090237728	0	60	
	B07	FAM	NA	Unkn	571		32.2067203796485	32.2067203796485	0	0.00478931889781337	-2.31972624440453	0.00478931889781337	0	60	
	B08	FAM	NA	Unkn	571		31.6755220239564	31.6755220239564	0	0.00692152069811421	-2.15979847805132	0.00692152069811421	0	60	
	B09	FAM	NA	Unkn	571		31.813842859839	31.813842859839	0	0.00628864819618981	-2.2014427001875	0.00628864819618981	0	60	
	B10	FAM	NA	Unkn	590		NaN	0	0	NaN	NaN	0	0	60	
	B11	FAM	NA	Unkn	590		NaN	0	0	NaN	NaN	0	0	60	
	B12	FAM	NA	Unkn	590		NaN	0	0	NaN	NaN	0	0	60	
	C01	FAM	NA	Std	salsal_std2		28.6804775962995	28.6804775962995	0	0.054	-1.26760624017703	0.054	0	60	
	C02	FAM	NA	Std	salsal_std2		28.7930847694293	28.7930847694293	0	0.054	-1.26760624017703	0.054	0	60	
	C03	FAM	NA	Std	salsal_std2		28.8325263813411	28.8325263813411	0	0.054	-1.26760624017703	0.054	0	60	
	C04	FAM	NA	Unkn	573		30.7352002717724	30.7352002717724	0	0.0132832386348057	-1.87669602513769	0.0132832386348057	0	60	
	C05	FAM	NA	Unkn	573		30.841491843937	30.841491843937	0	0.012339648697372	-1.90869720423832	0.012339648697372	0	60	
	C06	FAM	NA	Unkn	573		31.3069094719548	31.3069094719548	0	0.00893675018355531	-2.04882038209213	0.00893675018355531	0	60	
	C07	FAM	NA	Unkn	574		31.4190986424173	31.4190986424173	0	0.00826804535369011	-2.08259714975117	0.00826804535369011	0	60	
	C08	FAM	NA	Unkn	574		31.4396975447968	31.4396975447968	0	0.00815081701655184	-2.08879885653658	0.00815081701655184	0	60	
	C09	FAM	NA	Unkn	574		31.1996925614443	31.1996925614443	0	0.00962629991655122	-2.01654061158925	0.00962629991655122	0	60	
	C10	FAM	NA	Unkn	592		NaN	0	0	NaN	NaN	0	0	60	
	C11	FAM	NA	Unkn	592		NaN	0	0	NaN	NaN	0	0	60	
	C12	FAM	NA	Unkn	592		NaN	0	0	NaN	NaN	0	0	60	
	D01	FAM	NA	Std	salsal_std3		32.2410379838362	32.2410379838362	0	0.0054	-2.26760624017703	0.0054	0	60	
	D02	FAM	NA	Std	salsal_std3		32.3267380425807	32.3267380425807	0	0.0054	-2.26760624017703	0.0054	0	60	
	D03	FAM	NA	Std	salsal_std3		32.3377744095214	32.3377744095214	0	0.0054	-2.26760624017703	0.0054	0	60	
	D04	FAM	NA	Unkn	576		30.6245194707794	30.6245194707794	0	0.0143425581079217	-1.8433733819267	0.0143425581079217	0	60	
	D05	FAM	NA	Unkn	576		30.4111849771537	30.4111849771537	0	0.0166285807914716	-1.77914481516617	0.0166285807914716	0	60	
	D06	FAM	NA	Unkn	576		30.5415767537424	30.5415767537424	0	0.015191412718192	-1.81840183725067	0.015191412718192	0	60	
	D07	FAM	NA	Unkn	577		32.5054555397959	32.5054555397959	0	0.00389344128649357	-2.40966637012518	0.00389344128649357	0	60	
	D08	FAM	NA	Unkn	577		32.8793804366632	32.8793804366632	0	0.00300438889103428	-2.52224385252708	0.00300438889103428	0	60	
	D09	FAM	NA	Unkn	577		32.6450411616195	32.6450411616195	0	0.00353434238486654	-2.45169138107271	0.00353434238486654	0	60	
	D10	FAM	NA	Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	D11	FAM	NA	Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	D12	FAM	NA	Unkn	593		NaN	0	0	NaN	NaN	0	0	60	
	E01	FAM	NA	Std	salsal_std4		35.6017851835061	35.6017851835061	0	0.00054	-3.26760624017703	0.00054	0	60	
	E02	FAM	NA	Std	salsal_std4		34.6571320063153	34.6571320063153	0	0.00054	-3.26760624017703	0.00054	0	60	
	E03	FAM	NA	Std	salsal_std4		35.3169479262039	35.3169479262039	0	0.00054	-3.26760624017703	0.00054	0	60	
	E04	FAM	NA	Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	60	
	E05	FAM	NA	Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	60	
	E06	FAM	NA	Neg Ctrl	585		NaN	0	0	NaN	NaN	0	0	60	
	E07	FAM	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	E08	FAM	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	E09	FAM	NA	Neg Ctrl	nc_plt		NaN	0	0	NaN	NaN	0	0	60	
	E10	FAM	NA	Neg Ctrl	595		NaN	0	0	NaN	NaN	0	0	60	
	E11	FAM	NA	Neg Ctrl	595		NaN	0	0	NaN	NaN	0	0	60	
	E12	FAM	NA	Neg Ctrl	595		NaN	0	0	NaN	NaN	0	0	60	
	F01	FAM	NA	Std	salsal_std5		NaN	0	0	5.4E-05	-4.26760624017703	0	0	60	
	F02	FAM	NA	Std	salsal_std5		NaN	0	0	5.4E-05	-4.26760624017703	0	0	60	
	F03	FAM	NA	Std	salsal_std5		38.5658512679731	38.5658512679731	0	5.4E-05	-4.26760624017703	5.4E-05	0	60	
	F04	FAM	NA	Unkn	579		33.7975447478112	33.7975447478112	0	0.00158973461324634	-2.79867536978171	0.00158973461324634	0	60	
	F05	FAM	NA	Unkn	579		32.8969908366857	32.8969908366857	0	0.00296793365416736	-2.52754581159755	0.00296793365416736	0	60	
	F06	FAM	NA	Unkn	579		33.7426314514922	33.7426314514922	0	0.00165141932971524	-2.78214263633237	0.00165141932971524	0	60	
	F07	FAM	NA	Unkn	580		33.7416152425405	33.7416152425405	0	0.00165258312395194	-2.78183668653781	0.00165258312395194	0	60	
	F08	FAM	NA	Unkn	580		33.9354198551305	33.9354198551305	0	0.00144482285681588	-2.8401853965222	0.00144482285681588	0	60	
	F09	FAM	NA	Unkn	580		33.519190536522	33.519190536522	0	0.00192809606535075	-2.71487133163009	0.00192809606535075	0	60	
	G01	FAM	NA	Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	G02	FAM	NA	Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	G03	FAM	NA	Neg Ctrl	nc_ext		NaN	0	0	NaN	NaN	0	0	60	
	G04	FAM	NA	Unkn	582		36.0474670388058	36.0474670388058	0	0.000334149676746352	-3.47605895467299	0.000334149676746352	0	60	
	G05	FAM	NA	Unkn	582		35.2094090539144	35.2094090539144	0	0.000597385902220916	-3.22374503057673	0.000597385902220916	0	60	
	G06	FAM	NA	Unkn	582		36.0750410127233	36.0750410127233	0	0.000327822950966254	-3.48436064463655	0.000327822950966254	0	60	
	G07	FAM	NA	Unkn	583		35.8070614137113	35.8070614137113	0	0.000394747975520765	-3.40368008860888	0.000394747975520765	0	60	
	G08	FAM	NA	Unkn	583		36.0431602751678	36.0431602751678	0	0.00033514880997053	-3.47476231833843	0.00033514880997053	0	60	
	G09	FAM	NA	Unkn	583		36.2137073853955	36.2137073853955	0	0.000297776967300372	-3.52610889745423	0.000297776967300372	0	60	
	H01	FAM	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H02	FAM	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H03	FAM	NA	Neg Ctrl	nc_mm		NaN	0	0	NaN	NaN	0	0	60	
	H04	FAM	NA	Unkn	586		NaN	0	0	NaN	NaN	0	0	60	
	H05	FAM	NA	Unkn	586		NaN	0	0	NaN	NaN	0	0	60	
	H06	FAM	NA	Unkn	586		NaN	0	0	NaN	NaN	0	0	60	
	H07	FAM	NA	Unkn	587		NaN	0	0	NaN	NaN	0	0	60	
	H08	FAM	NA	Unkn	587		NaN	0	0	NaN	NaN	0	0	60	
	H09	FAM	NA	Unkn	587		NaN	0	0	NaN	NaN	0	0	60	
